state,county,tract,block group,NAME,Unemployed,Income,WhiteRace,BlackRace,IndianAlaskanRace,AsianRace,Population,MaleGender,FemaleGender,HighSchoolEducation,College_Less_1yrEducation,College_More_1YREducation,AssociateDegreeEducation,BachelorDegreeEducation,MasterDegreeEducation,ProfessionalDegreeEducation,DoctorateDegreeEducation
42,129,805000,2,"Block Group 2, Census Tract 8050, Westmoreland County, Pennsylvania",14,315,1069,0,0,0,1081,583,498,391,22,105,71,89,19,0,19
42,129,805000,3,"Block Group 3, Census Tract 8050, Westmoreland County, Pennsylvania",6,350,1296,1,0,0,1298,619,679,459,47,157,106,147,28,10,0
42,129,805400,1,"Block Group 1, Census Tract 8054, Westmoreland County, Pennsylvania",16,256,596,97,0,0,929,415,514,136,5,122,66,42,12,0,0
42,129,805600,1,"Block Group 1, Census Tract 8056, Westmoreland County, Pennsylvania",103,559,1666,38,0,20,1754,871,883,503,105,157,129,186,107,6,0
42,129,806400,1,"Block Group 1, Census Tract 8064, Westmoreland County, Pennsylvania",20,275,930,25,0,0,969,538,431,294,19,46,129,105,64,7,0
42,129,806600,2,"Block Group 2, Census Tract 8066, Westmoreland County, Pennsylvania",13,445,1351,7,0,0,1358,598,760,431,58,169,89,102,42,0,0
42,129,807000,2,"Block Group 2, Census Tract 8070, Westmoreland County, Pennsylvania",21,381,1200,0,0,0,1206,553,653,389,34,32,139,81,32,0,0
42,129,807000,3,"Block Group 3, Census Tract 8070, Westmoreland County, Pennsylvania",41,373,1258,3,0,0,1262,627,635,395,30,77,64,193,48,11,34
42,129,807200,2,"Block Group 2, Census Tract 8072, Westmoreland County, Pennsylvania",29,1043,3261,0,0,36,3314,1686,1628,475,93,219,340,661,432,180,85
42,129,800300,1,"Block Group 1, Census Tract 8003, Westmoreland County, Pennsylvania",26,353,986,81,0,0,1135,561,574,309,47,118,139,56,50,0,0
42,129,800300,2,"Block Group 2, Census Tract 8003, Westmoreland County, Pennsylvania",76,394,733,517,0,0,1285,425,860,411,32,11,68,114,11,12,22
42,129,800600,2,"Block Group 2, Census Tract 8006, Westmoreland County, Pennsylvania",108,352,1071,121,7,0,1203,616,587,314,53,79,58,77,7,0,1
42,129,800600,1,"Block Group 1, Census Tract 8006, Westmoreland County, Pennsylvania",5,281,472,413,0,199,1084,688,396,179,0,122,116,53,23,0,0
42,129,807900,1,"Block Group 1, Census Tract 8079, Westmoreland County, Pennsylvania",122,547,1657,0,0,20,1775,881,894,708,80,163,95,167,73,12,5
42,129,807900,4,"Block Group 4, Census Tract 8079, Westmoreland County, Pennsylvania",33,329,1491,0,0,0,1491,730,761,467,66,146,99,108,67,0,0
42,129,807900,3,"Block Group 3, Census Tract 8079, Westmoreland County, Pennsylvania",14,409,1468,0,0,0,1468,729,739,428,40,154,141,132,54,9,0
42,129,800500,2,"Block Group 2, Census Tract 8005, Westmoreland County, Pennsylvania",11,486,1489,0,0,56,1568,746,822,245,135,124,99,316,143,15,24
42,129,800500,1,"Block Group 1, Census Tract 8005, Westmoreland County, Pennsylvania",8,256,789,7,0,0,797,412,385,219,56,108,72,120,83,7,0
42,129,801703,1,"Block Group 1, Census Tract 8017.03, Westmoreland County, Pennsylvania",43,367,1382,4,0,0,1386,645,741,425,26,152,183,182,50,0,7
42,129,800200,1,"Block Group 1, Census Tract 8002, Westmoreland County, Pennsylvania",90,399,914,416,0,0,1487,609,878,297,93,126,98,38,10,2,0
42,129,801001,2,"Block Group 2, Census Tract 8010.01, Westmoreland County, Pennsylvania",18,340,1051,0,0,33,1084,522,562,258,9,134,69,126,64,9,18
42,129,800100,1,"Block Group 1, Census Tract 8001, Westmoreland County, Pennsylvania",26,293,574,437,0,0,1023,530,493,293,38,132,85,23,0,0,0
42,129,804702,1,"Block Group 1, Census Tract 8047.02, Westmoreland County, Pennsylvania",0,295,1068,0,0,0,1068,560,508,356,18,91,104,148,48,0,0
42,129,804702,3,"Block Group 3, Census Tract 8047.02, Westmoreland County, Pennsylvania",0,383,2429,259,37,74,2819,1509,1310,930,169,258,153,175,33,0,0
42,129,804801,1,"Block Group 1, Census Tract 8048.01, Westmoreland County, Pennsylvania",73,608,2153,22,0,19,2194,1026,1168,495,152,212,137,279,79,85,32
42,129,808600,2,"Block Group 2, Census Tract 8086, Westmoreland County, Pennsylvania",25,379,1156,0,0,0,1194,568,626,320,108,92,111,99,98,6,6
42,129,808600,3,"Block Group 3, Census Tract 8086, Westmoreland County, Pennsylvania",27,405,1601,18,0,23,1649,861,788,608,54,145,82,125,77,21,0
42,129,802101,1,"Block Group 1, Census Tract 8021.01, Westmoreland County, Pennsylvania",11,365,1112,17,0,0,1129,577,552,174,59,64,50,299,126,52,12
42,129,808300,1,"Block Group 1, Census Tract 8083, Westmoreland County, Pennsylvania",15,323,1033,0,0,6,1061,544,517,337,41,90,29,125,25,19,0
42,129,808300,3,"Block Group 3, Census Tract 8083, Westmoreland County, Pennsylvania",71,667,2385,13,2,5,2411,1231,1180,728,171,191,159,150,31,10,3
42,129,802001,2,"Block Group 2, Census Tract 8020.01, Westmoreland County, Pennsylvania",13,394,1277,44,0,117,1452,753,699,247,48,116,55,266,199,17,21
42,129,802001,1,"Block Group 1, Census Tract 8020.01, Westmoreland County, Pennsylvania",17,289,972,41,0,58,1071,515,556,185,37,59,48,238,127,33,15
42,129,805800,2,"Block Group 2, Census Tract 8058, Westmoreland County, Pennsylvania",8,357,801,47,0,0,848,398,450,298,13,44,71,111,41,0,8
42,129,803302,1,"Block Group 1, Census Tract 8033.02, Westmoreland County, Pennsylvania",28,533,1852,91,0,7,1950,898,1052,519,89,126,132,326,205,0,0
42,129,803400,1,"Block Group 1, Census Tract 8034, Westmoreland County, Pennsylvania",9,722,2341,43,0,0,2522,1359,1163,210,93,184,282,575,206,16,40
42,129,806900,2,"Block Group 2, Census Tract 8069, Westmoreland County, Pennsylvania",40,343,1180,0,0,11,1274,638,636,350,79,80,68,149,53,0,0
42,129,806900,1,"Block Group 1, Census Tract 8069, Westmoreland County, Pennsylvania",39,504,1592,0,0,0,1592,876,716,469,49,109,224,168,35,28,0
42,129,808500,1,"Block Group 1, Census Tract 8085, Westmoreland County, Pennsylvania",28,471,1390,0,0,0,1407,631,776,242,70,195,97,324,68,35,26
42,129,801002,1,"Block Group 1, Census Tract 8010.02, Westmoreland County, Pennsylvania",7,291,886,16,0,0,902,416,486,318,53,62,74,55,43,14,0
42,129,801200,2,"Block Group 2, Census Tract 8012, Westmoreland County, Pennsylvania",0,473,1495,22,0,0,1530,719,811,387,48,211,121,174,118,45,0
42,129,801200,1,"Block Group 1, Census Tract 8012, Westmoreland County, Pennsylvania",37,388,1446,0,0,0,1446,795,651,219,102,17,136,294,178,17,15
42,129,801300,1,"Block Group 1, Census Tract 8013, Westmoreland County, Pennsylvania",0,346,1043,0,0,17,1078,547,531,253,8,62,117,155,87,16,18
42,129,801300,2,"Block Group 2, Census Tract 8013, Westmoreland County, Pennsylvania",25,458,1388,28,0,0,1428,742,686,441,85,148,100,149,55,4,5
42,129,801900,3,"Block Group 3, Census Tract 8019, Westmoreland County, Pennsylvania",30,607,2233,1,0,0,2234,1092,1142,735,72,159,53,313,41,27,0
42,129,801900,2,"Block Group 2, Census Tract 8019, Westmoreland County, Pennsylvania",0,349,1094,15,0,0,1109,570,539,301,10,37,105,182,123,0,0
42,129,801900,4,"Block Group 4, Census Tract 8019, Westmoreland County, Pennsylvania",41,651,1891,51,0,0,1961,1033,928,723,87,265,149,145,42,44,28
42,129,803000,2,"Block Group 2, Census Tract 8030, Westmoreland County, Pennsylvania",62,579,1647,19,0,0,1669,799,870,591,94,105,162,154,37,4,7
42,129,803000,3,"Block Group 3, Census Tract 8030, Westmoreland County, Pennsylvania",127,599,1340,0,0,0,1340,654,686,279,44,108,197,179,113,17,0
42,129,806500,4,"Block Group 4, Census Tract 8065, Westmoreland County, Pennsylvania",27,260,792,0,0,0,799,349,450,346,18,13,0,154,86,0,0
42,129,806500,3,"Block Group 3, Census Tract 8065, Westmoreland County, Pennsylvania",67,520,1690,15,0,0,1705,935,770,417,53,79,173,200,50,84,0
42,129,806500,2,"Block Group 2, Census Tract 8065, Westmoreland County, Pennsylvania",48,339,1244,0,0,0,1244,569,675,273,183,108,115,229,79,13,0
42,129,806700,2,"Block Group 2, Census Tract 8067, Westmoreland County, Pennsylvania",14,397,1286,0,0,28,1314,577,737,399,28,150,90,234,83,10,0
42,129,806800,1,"Block Group 1, Census Tract 8068, Westmoreland County, Pennsylvania",34,477,1310,49,0,14,1389,670,719,411,68,150,108,122,23,0,0
42,129,801701,1,"Block Group 1, Census Tract 8017.01, Westmoreland County, Pennsylvania",64,652,2230,0,0,69,2299,1147,1152,633,142,171,150,280,109,0,10
42,129,802500,1,"Block Group 1, Census Tract 8025, Westmoreland County, Pennsylvania",18,442,969,0,0,1,1071,516,555,318,48,180,144,86,24,0,0
42,129,802800,2,"Block Group 2, Census Tract 8028, Westmoreland County, Pennsylvania",115,353,591,232,3,2,842,422,420,338,70,83,34,26,8,0,1
42,129,803301,1,"Block Group 1, Census Tract 8033.01, Westmoreland County, Pennsylvania",17,253,800,0,0,0,800,379,421,226,70,31,99,155,32,0,0
42,129,803301,3,"Block Group 3, Census Tract 8033.01, Westmoreland County, Pennsylvania",38,994,3106,93,0,14,3253,1623,1630,713,173,313,237,595,160,35,16
42,129,803600,1,"Block Group 1, Census Tract 8036, Westmoreland County, Pennsylvania",5,548,1698,2,0,0,1706,850,856,490,84,131,146,203,18,2,0
42,129,804600,2,"Block Group 2, Census Tract 8046, Westmoreland County, Pennsylvania",82,772,2255,12,23,0,2290,1169,1121,591,151,144,236,161,89,15,0
42,129,808600,1,"Block Group 1, Census Tract 8086, Westmoreland County, Pennsylvania",81,479,1758,10,0,0,1776,892,884,575,61,118,151,100,87,12,6
42,129,806300,1,"Block Group 1, Census Tract 8063, Westmoreland County, Pennsylvania",21,541,1818,60,0,0,1897,879,1018,551,67,217,159,189,96,7,16
42,129,801400,1,"Block Group 1, Census Tract 8014, Westmoreland County, Pennsylvania",51,596,1715,0,8,0,1775,861,914,468,112,151,232,100,42,0,0
42,129,802002,4,"Block Group 4, Census Tract 8020.02, Westmoreland County, Pennsylvania",13,465,1298,0,0,13,1327,621,706,417,74,161,71,154,76,3,3
42,129,802002,1,"Block Group 1, Census Tract 8020.02, Westmoreland County, Pennsylvania",0,317,852,0,0,0,852,334,518,336,0,58,70,123,43,0,3
42,129,802002,3,"Block Group 3, Census Tract 8020.02, Westmoreland County, Pennsylvania",22,600,1849,0,0,174,2023,873,1150,170,71,95,95,531,337,35,84
42,129,802002,2,"Block Group 2, Census Tract 8020.02, Westmoreland County, Pennsylvania",18,1143,3464,7,0,0,3471,1677,1794,567,171,275,236,629,306,48,45
42,129,803200,1,"Block Group 1, Census Tract 8032, Westmoreland County, Pennsylvania",39,776,2387,0,0,0,2427,1141,1286,608,115,289,122,467,146,23,0
42,129,804802,2,"Block Group 2, Census Tract 8048.02, Westmoreland County, Pennsylvania",12,355,1101,0,0,0,1101,475,626,82,0,170,80,229,61,0,18
42,129,804802,3,"Block Group 3, Census Tract 8048.02, Westmoreland County, Pennsylvania",128,1094,3572,10,0,25,3646,1926,1720,665,111,122,263,694,302,72,0
42,129,804802,1,"Block Group 1, Census Tract 8048.02, Westmoreland County, Pennsylvania",26,440,1466,11,0,0,1509,716,793,579,35,152,91,265,30,13,0
42,129,804900,3,"Block Group 3, Census Tract 8049, Westmoreland County, Pennsylvania",25,355,1236,7,0,0,1246,575,671,372,49,75,109,252,45,15,1
42,129,804900,2,"Block Group 2, Census Tract 8049, Westmoreland County, Pennsylvania",22,514,1550,36,0,15,1654,787,867,492,72,80,136,235,58,5,17
42,129,804900,1,"Block Group 1, Census Tract 8049, Westmoreland County, Pennsylvania",31,755,2463,0,0,26,2531,1172,1359,777,143,163,206,318,81,24,5
42,129,805200,2,"Block Group 2, Census Tract 8052, Westmoreland County, Pennsylvania",34,291,569,219,0,0,803,357,446,214,21,60,76,17,32,0,0
42,129,805200,1,"Block Group 1, Census Tract 8052, Westmoreland County, Pennsylvania",32,326,849,166,0,0,1131,584,547,254,54,48,81,164,51,0,5
42,129,800900,1,"Block Group 1, Census Tract 8009, Westmoreland County, Pennsylvania",0,290,780,82,0,0,885,536,349,244,23,58,70,74,44,0,13
42,129,802101,3,"Block Group 3, Census Tract 8021.01, Westmoreland County, Pennsylvania",30,426,1283,0,0,0,1283,641,642,179,134,67,43,255,75,92,42
42,129,802102,1,"Block Group 1, Census Tract 8021.02, Westmoreland County, Pennsylvania",14,908,3394,86,0,30,3520,1568,1952,474,113,242,122,782,457,149,92
42,129,802200,2,"Block Group 2, Census Tract 8022, Westmoreland County, Pennsylvania",43,662,1911,0,0,0,1911,910,1001,508,115,200,182,178,96,0,28
42,129,804200,3,"Block Group 3, Census Tract 8042, Westmoreland County, Pennsylvania",37,635,1707,284,0,39,2111,807,1304,434,57,201,106,348,102,23,31
42,129,804100,2,"Block Group 2, Census Tract 8041, Westmoreland County, Pennsylvania",68,400,1223,64,0,0,1458,672,786,281,48,144,116,193,15,0,0
42,129,804100,1,"Block Group 1, Census Tract 8041, Westmoreland County, Pennsylvania",57,351,1097,36,0,0,1176,470,706,340,64,73,77,62,20,10,9
42,129,804200,2,"Block Group 2, Census Tract 8042, Westmoreland County, Pennsylvania",8,257,550,29,0,9,588,307,281,117,7,80,80,134,6,8,21
42,129,802103,2,"Block Group 2, Census Tract 8021.03, Westmoreland County, Pennsylvania",55,444,1173,0,0,170,1343,673,670,209,45,50,55,372,174,114,83
42,129,802600,3,"Block Group 3, Census Tract 8026, Westmoreland County, Pennsylvania",16,447,879,154,0,0,1033,503,530,290,77,91,118,85,34,0,0
42,129,802301,2,"Block Group 2, Census Tract 8023.01, Westmoreland County, Pennsylvania",58,653,1855,17,0,156,2028,1131,897,531,82,109,176,332,168,0,0
42,129,802301,3,"Block Group 3, Census Tract 8023.01, Westmoreland County, Pennsylvania",34,723,2454,0,0,0,2479,1243,1236,669,83,117,175,403,246,36,26
42,129,802600,2,"Block Group 2, Census Tract 8026, Westmoreland County, Pennsylvania",41,315,909,13,0,0,1003,441,562,260,38,89,67,159,20,0,0
42,129,807200,3,"Block Group 3, Census Tract 8072, Westmoreland County, Pennsylvania",0,369,1163,0,0,0,1221,607,614,342,45,91,47,158,33,0,15
42,129,807200,4,"Block Group 4, Census Tract 8072, Westmoreland County, Pennsylvania",85,581,1691,54,27,0,1865,906,959,318,79,90,56,307,57,48,58
42,129,808200,1,"Block Group 1, Census Tract 8082, Westmoreland County, Pennsylvania",29,312,901,0,0,6,907,451,456,218,63,118,60,71,28,6,0
42,129,801500,2,"Block Group 2, Census Tract 8015, Westmoreland County, Pennsylvania",20,373,1258,161,18,0,1482,820,662,411,45,132,101,65,60,0,13
42,129,807500,2,"Block Group 2, Census Tract 8075, Westmoreland County, Pennsylvania",18,295,960,0,0,0,960,495,465,185,74,84,117,97,35,9,0
42,129,807500,1,"Block Group 1, Census Tract 8075, Westmoreland County, Pennsylvania",15,400,1154,0,0,39,1208,647,561,228,24,38,143,133,70,33,64
42,129,802900,2,"Block Group 2, Census Tract 8029, Westmoreland County, Pennsylvania",72,433,1156,0,0,0,1184,623,561,370,49,64,122,129,127,18,0
42,129,802900,1,"Block Group 1, Census Tract 8029, Westmoreland County, Pennsylvania",55,293,1058,0,0,0,1077,473,604,102,15,271,28,95,17,0,0
42,129,802400,1,"Block Group 1, Census Tract 8024, Westmoreland County, Pennsylvania",30,568,1913,7,0,0,1974,939,1035,391,63,310,165,322,155,18,17
42,129,804501,4,"Block Group 4, Census Tract 8045.01, Westmoreland County, Pennsylvania",56,279,1230,62,0,36,1335,659,676,149,8,47,65,224,101,16,9
42,129,804501,1,"Block Group 1, Census Tract 8045.01, Westmoreland County, Pennsylvania",51,300,1058,0,0,7,1065,499,566,289,76,99,130,112,69,0,0
42,129,801702,1,"Block Group 1, Census Tract 8017.02, Westmoreland County, Pennsylvania",9,365,1197,0,0,0,1219,534,685,314,70,99,63,172,65,23,0
42,129,808402,2,"Block Group 2, Census Tract 8084.02, Westmoreland County, Pennsylvania",0,336,1252,0,0,0,1252,708,544,430,15,155,113,215,58,29,14
42,129,808402,3,"Block Group 3, Census Tract 8084.02, Westmoreland County, Pennsylvania",56,660,2217,0,0,0,2217,1069,1148,460,141,240,134,443,184,48,51
42,129,802303,1,"Block Group 1, Census Tract 8023.03, Westmoreland County, Pennsylvania",60,645,1806,19,0,0,1850,849,1001,470,110,107,261,274,137,20,12
42,129,802303,2,"Block Group 2, Census Tract 8023.03, Westmoreland County, Pennsylvania",13,302,1149,0,0,0,1149,623,526,237,70,125,63,249,76,0,0
42,129,802304,2,"Block Group 2, Census Tract 8023.04, Westmoreland County, Pennsylvania",0,585,1991,0,0,0,2165,1111,1054,412,89,147,119,563,254,13,13
42,129,802304,3,"Block Group 3, Census Tract 8023.04, Westmoreland County, Pennsylvania",17,433,1539,0,0,0,1539,795,744,266,27,35,148,311,194,0,42
42,129,803501,1,"Block Group 1, Census Tract 8035.01, Westmoreland County, Pennsylvania",54,774,2688,56,12,6,2789,1434,1355,388,85,196,256,531,340,74,28
42,129,803501,2,"Block Group 2, Census Tract 8035.01, Westmoreland County, Pennsylvania",42,570,2126,0,0,0,2126,1022,1104,554,92,122,151,340,113,12,0
42,129,803502,1,"Block Group 1, Census Tract 8035.02, Westmoreland County, Pennsylvania",44,425,1166,70,0,0,1236,582,654,323,94,186,118,184,50,21,0
42,129,803901,2,"Block Group 2, Census Tract 8039.01, Westmoreland County, Pennsylvania",7,541,1735,27,0,64,1911,865,1046,225,47,237,198,389,125,43,31
42,129,803502,2,"Block Group 2, Census Tract 8035.02, Westmoreland County, Pennsylvania",8,462,1461,0,0,0,1461,660,801,291,57,95,91,371,90,31,27
42,129,803502,3,"Block Group 3, Census Tract 8035.02, Westmoreland County, Pennsylvania",29,387,1283,0,0,0,1283,596,687,391,73,110,140,115,27,27,0
42,129,803901,1,"Block Group 1, Census Tract 8039.01, Westmoreland County, Pennsylvania",31,440,1252,134,0,0,1386,622,764,299,17,114,74,272,165,47,34
42,129,803902,1,"Block Group 1, Census Tract 8039.02, Westmoreland County, Pennsylvania",32,206,1505,102,0,14,1659,658,1001,135,56,58,64,153,93,45,0
42,129,803902,2,"Block Group 2, Census Tract 8039.02, Westmoreland County, Pennsylvania",28,233,652,0,0,0,652,328,324,162,28,43,89,101,29,16,0
42,129,803902,3,"Block Group 3, Census Tract 8039.02, Westmoreland County, Pennsylvania",35,441,1057,50,0,0,1184,615,569,206,116,50,142,75,60,46,0
42,129,804501,3,"Block Group 3, Census Tract 8045.01, Westmoreland County, Pennsylvania",19,383,1301,28,0,24,1364,728,636,233,60,142,100,359,130,18,12
42,129,804502,1,"Block Group 1, Census Tract 8045.02, Westmoreland County, Pennsylvania",25,270,960,0,0,0,960,467,493,216,24,137,68,278,114,45,0
42,129,804502,2,"Block Group 2, Census Tract 8045.02, Westmoreland County, Pennsylvania",52,563,1703,0,0,0,1703,844,859,397,154,103,110,335,250,0,9
42,129,804502,3,"Block Group 3, Census Tract 8045.02, Westmoreland County, Pennsylvania",16,393,1023,0,0,0,1036,556,480,291,24,74,192,177,82,20,16
42,129,805901,1,"Block Group 1, Census Tract 8059.01, Westmoreland County, Pennsylvania",55,423,1481,0,0,26,1524,776,748,442,92,129,134,276,74,11,7
42,129,805902,1,"Block Group 1, Census Tract 8059.02, Westmoreland County, Pennsylvania",83,792,2930,23,0,0,2995,1613,1382,311,121,271,288,454,362,80,91
42,129,805902,3,"Block Group 3, Census Tract 8059.02, Westmoreland County, Pennsylvania",35,364,1357,10,0,70,1437,754,683,468,99,119,210,117,15,11,0
42,129,805902,4,"Block Group 4, Census Tract 8059.02, Westmoreland County, Pennsylvania",11,333,987,0,0,0,1006,527,479,310,40,53,52,92,30,0,0
42,129,806000,2,"Block Group 2, Census Tract 8060, Westmoreland County, Pennsylvania",121,493,1710,0,0,0,1710,653,1057,553,100,101,181,174,42,21,0
42,129,807300,2,"Block Group 2, Census Tract 8073, Westmoreland County, Pennsylvania",0,367,1190,0,11,0,1201,485,716,276,99,147,112,149,23,13,0
42,129,808100,4,"Block Group 4, Census Tract 8081, Westmoreland County, Pennsylvania",0,131,644,285,0,9,985,597,388,286,26,116,65,111,8,13,4
42,129,808401,1,"Block Group 1, Census Tract 8084.01, Westmoreland County, Pennsylvania",0,354,986,0,0,0,1081,481,600,239,50,99,56,190,133,18,15
42,129,808402,1,"Block Group 1, Census Tract 8084.02, Westmoreland County, Pennsylvania",0,308,1066,0,0,0,1066,564,502,282,68,80,60,88,52,0,41
42,129,801703,2,"Block Group 2, Census Tract 8017.03, Westmoreland County, Pennsylvania",16,349,1270,18,0,0,1303,667,636,302,56,140,110,216,76,0,8
42,129,807900,2,"Block Group 2, Census Tract 8079, Westmoreland County, Pennsylvania",62,570,1422,51,0,33,1640,772,868,544,72,233,182,164,25,0,0
42,129,801600,1,"Block Group 1, Census Tract 8016, Westmoreland County, Pennsylvania",33,343,1078,90,5,0,1267,615,652,373,57,111,108,62,34,0,0
42,129,800400,1,"Block Group 1, Census Tract 8004, Westmoreland County, Pennsylvania",71,481,1381,47,96,9,1539,731,808,480,92,123,112,210,21,9,20
42,129,801001,1,"Block Group 1, Census Tract 8010.01, Westmoreland County, Pennsylvania",144,779,2829,0,0,0,2856,1396,1460,830,98,270,299,325,73,19,30
42,129,804702,2,"Block Group 2, Census Tract 8047.02, Westmoreland County, Pennsylvania",10,591,1926,2,0,0,1928,848,1080,491,122,169,205,334,120,16,1
42,129,803100,2,"Block Group 2, Census Tract 8031, Westmoreland County, Pennsylvania",30,428,1162,0,0,0,1185,550,635,270,87,93,109,270,39,4,0
42,129,807402,3,"Block Group 3, Census Tract 8074.02, Westmoreland County, Pennsylvania",15,663,1894,0,0,98,1992,1049,943,233,99,115,180,415,315,79,53
42,129,801100,2,"Block Group 2, Census Tract 8011, Westmoreland County, Pennsylvania",71,629,1748,1,0,16,1822,902,920,575,51,94,172,267,95,22,1
42,129,801100,3,"Block Group 3, Census Tract 8011, Westmoreland County, Pennsylvania",35,423,1279,0,0,0,1279,549,730,336,55,233,139,188,96,15,0
42,129,803700,3,"Block Group 3, Census Tract 8037, Westmoreland County, Pennsylvania",39,279,1007,22,0,0,1029,458,571,307,37,77,70,114,52,27,28
42,129,807300,1,"Block Group 1, Census Tract 8073, Westmoreland County, Pennsylvania",4,675,2199,0,0,0,2213,1013,1200,610,91,187,189,403,96,18,13
42,129,801800,1,"Block Group 1, Census Tract 8018, Westmoreland County, Pennsylvania",21,214,755,17,0,0,787,374,413,321,36,78,55,52,31,2,2
42,129,801800,4,"Block Group 4, Census Tract 8018, Westmoreland County, Pennsylvania",47,314,932,0,0,9,993,582,411,280,43,89,115,80,26,0,4
42,129,803100,3,"Block Group 3, Census Tract 8031, Westmoreland County, Pennsylvania",38,212,850,0,0,0,854,410,444,318,13,170,31,129,38,0,0
42,129,807600,2,"Block Group 2, Census Tract 8076, Westmoreland County, Pennsylvania",34,338,1106,10,0,0,1145,550,595,452,64,65,70,33,27,0,0
42,129,807700,2,"Block Group 2, Census Tract 8077, Westmoreland County, Pennsylvania",40,355,1104,13,0,0,1117,542,575,233,65,113,82,57,64,0,0
42,129,807800,3,"Block Group 3, Census Tract 8078, Westmoreland County, Pennsylvania",39,450,1224,17,4,0,1294,660,634,335,81,93,143,108,63,0,0
42,129,804300,2,"Block Group 2, Census Tract 8043, Westmoreland County, Pennsylvania",4,366,1059,63,0,0,1148,567,581,267,57,116,82,114,40,0,19
42,129,805000,1,"Block Group 1, Census Tract 8050, Westmoreland County, Pennsylvania",31,394,1332,0,0,0,1332,650,682,375,77,117,160,164,0,0,0
42,129,805400,2,"Block Group 2, Census Tract 8054, Westmoreland County, Pennsylvania",72,200,431,207,0,0,740,345,395,226,32,44,40,73,30,0,4
42,129,806400,2,"Block Group 2, Census Tract 8064, Westmoreland County, Pennsylvania",45,405,1249,53,0,1,1325,610,715,395,76,72,118,174,54,0,0
42,129,806600,1,"Block Group 1, Census Tract 8066, Westmoreland County, Pennsylvania",93,485,1633,35,0,0,1752,869,883,512,44,94,119,101,22,0,0
42,129,807000,1,"Block Group 1, Census Tract 8070, Westmoreland County, Pennsylvania",10,276,853,0,0,0,853,386,467,280,93,83,60,104,0,12,8
42,129,800900,2,"Block Group 2, Census Tract 8009, Westmoreland County, Pennsylvania",50,516,1519,0,0,68,1626,660,966,457,109,178,99,125,69,0,2
42,129,802102,2,"Block Group 2, Census Tract 8021.02, Westmoreland County, Pennsylvania",22,739,2380,0,0,93,2487,1162,1325,250,66,282,229,520,394,69,57
42,129,802200,1,"Block Group 1, Census Tract 8022, Westmoreland County, Pennsylvania",7,164,371,0,0,0,391,182,209,54,17,49,26,92,69,0,0
42,129,804200,1,"Block Group 1, Census Tract 8042, Westmoreland County, Pennsylvania",0,341,973,24,0,0,1009,401,608,185,31,95,121,209,112,25,11
42,129,802103,1,"Block Group 1, Census Tract 8021.03, Westmoreland County, Pennsylvania",19,325,1050,0,0,124,1174,563,611,92,40,72,112,247,146,26,65
42,129,802301,1,"Block Group 1, Census Tract 8023.01, Westmoreland County, Pennsylvania",54,382,1335,0,0,84,1419,720,699,240,75,89,102,245,100,40,15
42,129,802600,1,"Block Group 1, Census Tract 8026, Westmoreland County, Pennsylvania",0,428,1089,308,0,19,1465,725,740,388,83,121,135,128,37,20,0
42,129,802101,2,"Block Group 2, Census Tract 8021.01, Westmoreland County, Pennsylvania",26,568,2200,54,0,33,2287,1072,1215,440,119,183,130,470,337,28,10
42,129,808100,1,"Block Group 1, Census Tract 8081, Westmoreland County, Pennsylvania",21,368,1175,22,0,0,1208,675,533,299,61,83,145,55,38,14,0
42,129,808300,2,"Block Group 2, Census Tract 8083, Westmoreland County, Pennsylvania",48,387,1382,0,11,3,1409,733,676,515,73,94,114,66,20,5,0
42,129,805800,1,"Block Group 1, Census Tract 8058, Westmoreland County, Pennsylvania",83,661,2010,0,0,0,2133,997,1136,621,61,148,215,246,107,7,12
42,129,803302,2,"Block Group 2, Census Tract 8033.02, Westmoreland County, Pennsylvania",51,556,2026,0,0,0,2026,887,1139,431,91,146,198,284,146,9,11
42,129,803400,2,"Block Group 2, Census Tract 8034, Westmoreland County, Pennsylvania",10,348,944,15,0,0,976,409,567,330,26,40,112,149,38,12,0
42,129,806900,3,"Block Group 3, Census Tract 8069, Westmoreland County, Pennsylvania",0,301,1020,0,0,0,1025,517,508,294,61,72,33,151,57,6,8
42,129,801002,2,"Block Group 2, Census Tract 8010.02, Westmoreland County, Pennsylvania",36,415,1415,17,0,99,1542,683,859,395,63,97,156,212,128,31,21
42,129,801200,3,"Block Group 3, Census Tract 8012, Westmoreland County, Pennsylvania",72,830,2733,0,0,0,2773,1369,1404,528,77,185,313,457,264,40,0
42,129,801300,3,"Block Group 3, Census Tract 8013, Westmoreland County, Pennsylvania",20,473,1730,31,0,0,1795,867,928,393,71,76,182,213,81,2,0
42,129,801900,1,"Block Group 1, Census Tract 8019, Westmoreland County, Pennsylvania",12,324,1180,0,0,0,1229,573,656,478,28,59,91,56,73,0,0
42,129,803000,1,"Block Group 1, Census Tract 8030, Westmoreland County, Pennsylvania",34,525,1712,19,0,0,1731,840,891,384,93,135,134,329,112,0,0
42,129,806500,1,"Block Group 1, Census Tract 8065, Westmoreland County, Pennsylvania",0,323,867,46,0,0,913,454,459,203,11,212,77,107,40,11,12
42,129,806700,1,"Block Group 1, Census Tract 8067, Westmoreland County, Pennsylvania",12,437,1513,13,0,0,1596,703,893,464,34,108,70,261,26,44,0
